ID,Title,Tags,Difficulty,Solved,Accepted
1043C,Smallest Word,"constructive algorithms, greedy, implementation",1500,6570,0
1043B,Lost Array,implementation,1200,6103,0
1043A,Elections,"implementation, math",800,10483,0
1042F,Leaf Sets,"data structures, dfs and similar, dsu, graphs, greedy, sortings, trees",2400,1134,0
1042E,Vasya and Magic Matrix,"dp, math, probabilities",2300,1528,0
1042D,Petya and Array,"data structures, divide and conquer, two pointers",1800,5227,0
1042C,Array Product,"constructive algorithms, greedy, math",1700,4505,0
1042B,Vitamins,"bitmasks, brute force, dp, implementation",1200,13776,0
1042A,Benches,"binary search, implementation",1100,11902,0
1041F,Ray in the tube,"data structures, divide and conquer, dp, math",2500,1347,0
1041E,Tree Reconstruction,"constructive algorithms, data structures, graphs, greedy",1900,3348,0
1041D,Glider,"binary search, data structures, two pointers",1700,5532,0
1041C,Coffee Break,"binary search, data structures, greedy, two pointers",1600,8888,0
1041B,Buying a TV Set,math,1000,12952,0
1041A,Heist,"greedy, implementation, sortings",800,22823,0
1040B,Shashlik Cooking,"dp, greedy, math",1300,6906,0
1040A,Palindrome Dance,greedy,1000,9003,0
1039E,Summer Oenothera Exhibition,data structures,3400,241,0
1039D,You Are Given a Tree,"data structures, dp, trees",2800,1418,0
1039C,Network Safety,"dfs and similar, dsu, graphs, math, sortings",2200,1260,0
1039B,Subway Pursuit,"binary search, interactive, probabilities",2100,2192,0
1039A,Timetable,"constructive algorithms, data structures, greedy, math",2300,750,0
1038F,Wrap Around,"dp, strings",2900,269,0
1038E,Maximum Matching,"bitmasks, brute force, dfs and similar, dp, graphs",2400,910,0
1038D,Slime,"dp, greedy, implementation",1800,7775,0
1038C,Gambling,"greedy, sortings",1300,9142,0
1038B,Non-Coprime Partition,"constructive algorithms, math",1100,12460,0
1038A,Equality,"implementation, strings",800,13677,0
1037H,Security,"data structures, string suffix structures",3200,794,0
1037G,A Game on Strings,games,3200,280,0
1037F,Maximum Reduction,"combinatorics, data structures, math",2500,892,0
1037E,Trips,graphs,2200,2553,0
1037D,Valid BFS?,"dfs and similar, graphs, shortest paths, trees",1700,12646,0
1037C,Equalize,"dp, greedy, strings",1300,17458,0
1037B,Reach Median,greedy,1300,9929,0
1037A,Packets,"constructive algorithms, greedy, math",1300,10495,0
1036G,Sources and Sinks,"bitmasks, brute force, dfs and similar",2700,340,0
1036F,Relatively Prime Powers,"combinatorics, math, number theory",2400,1253,0
1036E,Covered Points,"fft, geometry, number theory",2400,1327,0
1036D,Vasya and Arrays,"greedy, two pointers",1600,8487,0
1036C,Classy Numbers,"combinatorics, dp",1900,7609,0
1036B,Diagonal Walking v.2,math,1600,5503,0
1036A,Function Height,math,1000,9732,0
1034E,Little C Loves 3 III,"bitmasks, dp, math",3200,481,0
1034D,Intervals of Intervals,"binary search, data structures, two pointers",3500,397,0
1034C,Region Separation,"combinatorics, dp, number theory, trees",2700,711,0
1034B,Little C Loves 3 II,"brute force, constructive algorithms, flows, graph matchings",2200,2028,0
1034A,Enlarge GCD,number theory,1800,7754,0
1033G,Chip Game,games,3500,297,0
1033F,Boolean Computer,"bitmasks, brute force, fft, math",2800,321,0
1033E,Hidden Bipartite Graph,"binary search, constructive algorithms, dfs and similar, graphs, interactive",2800,543,0
1033D,Divisors,"interactive, math, number theory",2000,2207,0
1033C,Permutation Game,"brute force, dp, games",1600,5132,0
1033B,Square Difference,"math, number theory",1100,8553,0
1033A,King Escape,"dfs and similar, graphs, implementation",1000,12103,0
1032G,Chattering,,2900,410,0
1032F,Vasya and Maximum Matching,"dp, trees",2400,812,0
1032E,The Unbearable Lightness of Weights,"dp, math",2100,1427,0
1032D,Barcelonian Distance,"geometry, implementation",1900,2493,0
1032C,Playing Piano,"constructive algorithms, dp",1700,3729,0
1032B,Personalized Cup,,1200,4885,0
1032A,Kitchen Utensils,,900,6649,0
1031F,Familiar Operations,"brute force, graphs, math",2800,247,0
1031E,Triple Flips,constructive algorithms,2600,411,0
1031D,Minimum path,greedy,1900,2525,0
1031C,Cram Time,greedy,1600,5001,0
1031B,Curiosity Has No Limits,,1500,3849,0
1031A,Golden Plate,"implementation, math",800,12536,0
1030G,Linear Congruential Generator,number theory,2900,331,0
1030F,Putting Boxes Together,data structures,2500,751,0
1030E,Vasya and Good Sequences,"bitmasks, dp",2000,2847,0
1030D,Vasya and Triangle,"geometry, number theory",1800,5568,0
1030C,Vasya and Golden Ticket,implementation,1300,9112,0
1030B,Vasya and Cornfield,geometry,1100,11275,0
1030A,In Search of an Easy Problem,implementation,800,102968,0
1029F,Multicolored Markers,"binary search, brute force, math, number theory",2000,2337,0
1029E,Tree with Small Distances,"dp, graphs, greedy",2100,2458,0
1029D,Concatenated Multiples,"implementation, math",1900,3510,0
1029C,Maximal Intersection,"greedy, math, sortings",1600,6766,0
1029B,Creating the Contest,"dp, greedy, math",1200,15696,0
1029A,Many Equal Substrings,"implementation, strings",1300,11573,0
1028H,Make Square,math,2900,424,0
1028G,Guess the number,"dp, interactive",3000,466,0
1028F,Make Symmetrical,brute force,2900,482,0
1028E,Restore Array,constructive algorithms,2400,1080,0
1028D,Order book,"combinatorics, data structures, greedy",2100,1639,0
1028C,Rectangles,"geometry, implementation, sortings",1600,4203,0
1028B,Unnatural Conditions,"constructive algorithms, math",1200,8212,0
1028A,Find Square,implementation,800,10257,0
1027G,X-mouse in the Campus,"bitmasks, math, number theory",2600,269,0
1027F,Session in BSU,"binary search, dfs and similar, dsu, graph matchings, graphs",2400,1360,0
1027E,Inverse Coloring,"combinatorics, dp, math",2100,1762,0
1027D,Mouse Hunt,"dfs and similar, graphs",1700,6576,0
1027C,Minimum Value Rectangle,greedy,1600,6476,0
1027B,Numbers on the Chessboard,"implementation, math",1200,7942,0
1027A,Palindromic Twist,"implementation, strings",1000,14421,0
1025G,Company Acquisitions,"constructive algorithms, math",3200,478,0
1025F,Disjoint Triangles,geometry,2700,562,0
1025E,Colored Cubes,"constructive algorithms, implementation, matrices",2700,505,0
1025D,Recovering BST,"brute force, dp, math, number theory, trees",2100,3059,0
1025C,Plasticine zebra,"constructive algorithms, implementation",1600,5779,0
1025B,Weakened Common Divisor,"brute force, greedy, number theory",1600,7447,0
1025A,Doggo Recoloring,"implementation, sortings",900,13626,0
1023G,Pisces,"data structures, flows, trees",3400,104,0
1023F,Mobile Phone Network,"dfs and similar, dsu, graphs, trees",2600,792,0
1023E,Down or Right,"constructive algorithms, interactive, matrices",2100,1878,0
1023D,Array Restoration,"constructive algorithms, data structures",1700,3854,0
1023C,Bracket Subsequence,greedy,1200,9208,0
1023B,Pair of Toys,math,1000,10104,0
1023A,Single Wildcard Pattern Matching,"brute force, implementation, strings",1200,8240,0
1020B,Badge,"brute force, dfs and similar, graphs",1000,18583,0
1020A,New Building for SIS,math,1000,8667,0
1019E,Raining season,"data structures, divide and conquer, trees",3200,289,0
1019D,Large Triangle,"binary search, geometry, sortings",2700,567,0
1019C,Sergey's problem,"constructive algorithms, graphs",3000,974,0
1019B,The hat,"binary search, interactive",2000,1848,0
1019A,Elections,"brute force, greedy",1700,4431,0
1017H,The Films,brute force,3300,96,0
1017G,The Tree,data structures,3200,638,0
1017F,The Neutral Zone,"brute force, math",2500,759,0
1017E,The Supersonic Rocket,"geometry, hashing, strings",2400,720,0
1017D,The Wu,"bitmasks, brute force, data structures",1900,3127,0
1017C,The Phone Number,"constructive algorithms, greedy",1600,5740,0
1017B,The Bits,"implementation, math",1200,8894,0
1017A,The Rank,implementation,800,18172,0
1016G,Appropriate Team,"bitmasks, math, number theory",2700,245,0
1016F,Road Projects,"dfs and similar, dp, trees",2600,726,0
1016E,Rest In The Shades,"binary search, geometry",2400,881,0
1016D,Vasya And The Matrix,"constructive algorithms, flows, math",1800,4259,0
1016C,Vasya And The Mushrooms,"dp, implementation",1800,3533,0
1016B,Segment Occurrences,"brute force, implementation",1300,8946,0
1016A,Death Note,"greedy, implementation, math",900,13881,0
1015F,Bracket Substring,"dp, strings",2300,947,0
1015E2,Stars Drawing (Hard Edition),"binary search, dp, greedy",1900,3257,0
1015E1,Stars Drawing (Easy Edition),"brute force, dp, greedy",1700,5008,0
1015D,Walking Between Houses,"constructive algorithms, greedy",1600,7419,0
1015C,Songs Compression,sortings,1100,16116,0
1015B,Obtaining the String,implementation,1200,10874,0
1015A,Points in Segments,implementation,800,19360,0
1013B,And,greedy,1200,7213,0
1013A,Piles With Stones,math,800,10548,0
1012F,Passports,"dp, implementation",3400,141,0
1012E,Cycle sort,"dsu, math",3100,254,0
1012D,AB-Strings,"constructive algorithms, strings",2800,302,0
1012C,Hills,dp,1900,2973,0
1012B,Chemical table,"constructive algorithms, dfs and similar, dsu, graphs, matrices",1900,3481,0
1012A,Photo of The Sky,"brute force, implementation, math, sortings",1500,6022,0
1011B,Planning The Expedition,"binary search, brute force, implementation",1200,9451,0
1011A,Stages,"greedy, implementation, sortings",900,11437,0
1010F,Tree,"fft, graphs, trees",3400,190,0
1010E,Store,data structures,2700,300,0
1010D,Mars rover,"dfs and similar, graphs, implementation, trees",2000,2211,0
1010C,Border,number theory,1800,4493,0
1010B,Rocket,"binary search, interactive",1800,4840,0
1010A,Fly,"binary search, math",1500,7830,0
1009G,Allowed Letters,"bitmasks, flows, graph matchings, graphs, greedy",2400,679,0
1009F,Dominant Indices,"data structures, dsu, trees",2300,4294,0
1009E,Intercity Travelling,"combinatorics, math, probabilities",2000,2761,0
1009D,Relatively Prime Graph,"brute force, constructive algorithms, graphs, greedy, math",1700,5935,0
1009C,Annoying Present,"greedy, math",1700,5097,0
1009B,Minimum Ternary String,"greedy, implementation",1400,9354,0
1009A,Game Shopping,implementation,800,11391,0
1008B,Turn the Rectangles,"greedy, sortings",1000,10934,0
1008A,Romaji,"implementation, strings",900,14076,0
1007E,Mini Metro,dp,3400,148,0
1007D,Ants,"2-sat, data structures, trees",3200,219,0
1007C,Guess two numbers,"binary search, interactive",3000,337,0
1007B,Pave the Parallelepiped,"bitmasks, brute force, combinatorics, math, number theory",2400,884,0
1007A,Reorder the Array,"combinatorics, data structures, math, sortings, two pointers",1300,11642,0
1006F,Xor-Paths,"bitmasks, brute force, dp, meet-in-the-middle",2100,3989,0
1006E,Military Problem,"dfs and similar, graphs, trees",1600,8758,0
1006D,Two Strings Swaps,implementation,1700,5597,0
1006C,Three Parts of the Array,"binary search, data structures, two pointers",1200,18591,0
1006B,Polycarp's Practice,"greedy, implementation, sortings",1200,12087,0
1006A,Adjacent Replacements,implementation,800,19865,0
1005F,Berland and the Shortest Paths,"brute force, dfs and similar, graphs, shortest paths",2100,1472,0
1005E2,Median on Segments (General Case Edition),sortings,2400,1114,0
1005E1,Median on Segments (Permutations Edition),sortings,1800,3448,0
1005D,Polycarp and Div 3,"dp, greedy, number theory",1500,9252,0
1005C,Summarize to the Power of Two,"brute force, greedy, implementation",1300,10584,0
1005B,Delete from the Left,"brute force, implementation, strings",900,20060,0
1005A,Tanya and Stairways,implementation,800,21123,0
1004F,Sonya and Bitwise OR,"bitmasks, data structures, divide and conquer",2600,578,0
1004E,Sonya and Ice Cream,"binary search, data structures, dp, greedy, shortest paths, trees",2400,910,0
1004D,Sonya and Matrix,"brute force, constructive algorithms, implementation",2300,1350,0
1004C,Sonya and Robots,"constructive algorithms, implementation",1400,7257,0
1004B,Sonya and Exhibition,"constructive algorithms, greedy, implementation, math",1300,8920,0
1004A,Sonya and Hotels,implementation,900,10593,0
1003F,Abbreviation,"dp, hashing, strings",2200,998,0
1003E,Tree Constructing,"constructive algorithms, graphs",2100,2271,0
1003D,Coins and Queries,greedy,1600,7120,0
1003C,Intense Heat,"brute force, implementation, math",1300,9755,0
1003B,Binary String Constructing,constructive algorithms,1300,10443,0
1003A,Polycarp's Pockets,implementation,800,24470,0
1002E2,Another array reconstruction algorithm,,1900,190,0
1002E1,Bernstein-Vazirani algorithm,,1500,309,0
1002D3,Oracle for majority function,,1600,318,0
1002D2,Oracle for f(x) = b * x + (1 - b) * (1 - x) mod 2,,1300,363,0
1002D1,Oracle for f(x) = b * x mod 2,,1200,390,0
1002C2,Distinguish zero state and plus state without errors,,1800,255,0
1002C1,Distinguish zero state and plus state with minimum error,,1700,291,0
1002B4,Distinguish four 2-qubit states - 2,,1700,296,0
1002B3,Distinguish four 2-qubit states,,1600,398,0
1002B2,Distinguish GHZ state and W state,,1600,433,0
1002B1,Distinguish zero state and W state,,1300,465,0
1002A4,Generate W state,,1900,255,0
1002A3,Generate superposition of two basis states,,1500,461,0
1002A2,Generate superposition of zero state and a basis state,,1300,543,0
1002A1,Generate superposition of all basis states,,800,774,0
1001I,Deutsch-Jozsa algorithm,*special problem,1700,391,0
1001H,Oracle for f(x) = parity of the number of 1s in x,*special problem,1200,518,0
1001G,Oracle for f(x) = k-th element of x,*special problem,1400,523,0
1001F,Distinguish multi-qubit basis states,*special problem,1300,525,0
1001E,Distinguish Bell states,*special problem,1600,544,0
1001D,Distinguish plus state and minus state,*special problem,1400,668,0
1001C,Generate GHZ state,*special problem,1400,639,0
1001B,Generate Bell state,*special problem,1400,697,0
1001A,Generate plus state or minus state,*special problem,1100,981,0
1000G,Two-Paths,"data structures, dp, trees",2700,491,0
1000F,One Occurrence,"data structures, divide and conquer",2400,3023,0
1000E,We Need More Bosses,"dfs and similar, graphs, trees",2100,3294,0
1000D,Yet Another Problem On a Subsequence,"combinatorics, dp",1900,3620,0
1000C,Covered Points Count,"data structures, implementation, sortings",1700,6008,0
1000B,Light It Up,greedy,1500,5272,0
1000A,Codehorses T-shirts,"greedy, implementation",1200,8342,0
999F,Cards and Joy,dp,2000,2275,0
999E,Reachability from the Capital,"dfs and similar, graphs, greedy",2000,5769,0
999D,Equalize the Remainders,"data structures, greedy, implementation",1900,3865,0
999C,Alphabetic Removals,implementation,1200,15550,0
999B,Reversing Encryption,implementation,900,15639,0
999A,Mishka and Contest,"brute force, implementation",800,20061,0
998B,Cutting,"dp, greedy, sortings",1200,12214,0
998A,Balloons,"constructive algorithms, implementation",1000,8913,0
997E,Good Subsegments,data structures,3000,805,0
997D,Cycles in product,"combinatorics, divide and conquer, trees",2900,393,0
997C,Sky Full of Stars,"combinatorics, math",2500,1471,0
997B,Roman Digits,"brute force, combinatorics, dp, greedy, math",2000,2772,0
997A,Convert to Ones,"brute force, greedy, implementation, math",1500,7910,0
996B,World Cup,"binary search, math",1300,8371,0
996A,Hit the Lottery,"dp, greedy",800,72401,0
995F,Cowmpany Cowmpensation,"combinatorics, dp, math, trees",2700,984,0
995E,Number Clicker,"divide and conquer, graphs, meet-in-the-middle, number theory",2700,531,0
995D,Game,math,2500,712,0
995C,Leaving the Bar,"brute force, data structures, geometry, greedy, math, sortings",2300,1530,0
995B,Suit and Tie,"greedy, implementation, math",1400,6860,0
995A,Tesla,"constructive algorithms, implementation",2100,1451,0
994B,Knights of a Polygonal Table,"greedy, implementation, sortings",1400,5396,0
994A,Fingerprints,implementation,800,13420,0
993F,The Moral Dilemma,,3200,45,0
993E,Nikita and Order Statistics,"chinese remainder theorem, fft, math",2300,1248,0
993D,Compute Power,"binary search, dp, greedy",2500,571,0
993C,Careful Maneuvering,"bitmasks, brute force, geometry",2100,1443,0
993B,Open Communication,"bitmasks, brute force",1900,1908,0
993A,Two Squares,"geometry, implementation",1600,3797,0
992E,Nastya and King-Shamans,"binary search, data structures",2500,1144,0
992D,Nastya and a Game,"brute force, implementation, math",2100,1550,0
992C,Nastya and a Wardrobe,math,1600,4430,0
992B,Nastya Studies Informatics,"math, number theory",1600,5923,0
992A,Nastya and an Array,"implementation, sortings",800,12496,0
991F,Concise and clear,"brute force, greedy, implementation, math",2700,266,0
991E,Bus Number,"brute force, combinatorics, math",1800,3142,0
991D,Bishwock,"dp, greedy",1500,6677,0
991C,Candies,"binary search, implementation",1500,9277,0
991B,Getting an A,"greedy, sortings",900,11792,0
991A,If at first you don't succeed...,implementation,1000,9983,0
990G,GCD Counting,"divide and conquer, dp, dsu, number theory, trees",2400,1508,0
990F,Flow Control,"dfs and similar, dp, greedy, trees",2400,795,0
990E,Post Lamps,"brute force, greedy",2100,1896,0
990D,Graph And Its Complement,"constructive algorithms, graphs, implementation",1700,3665,0
990C,Bracket Sequences Concatenation Problem,implementation,1500,5546,0
990B,Micro-World,"greedy, sortings",1200,7826,0
990A,Commentary Boxes,"implementation, math",1000,10113,0
989E,A Trance of Nightfall,"dp, geometry, matrices, probabilities",2700,220,0
989D,A Shade of Moonlight,"binary search, geometry, math, sortings, two pointers",2500,493,0
989C,A Mist of Florescence,"constructive algorithms, graphs",1800,3507,0
989B,A Tide of Riverscape,"constructive algorithms, strings",1200,6818,0
989A,A Blend of Springtime,"implementation, strings",900,9781,0
988F,Rain and Umbrellas,dp,2100,1983,0
988E,Divisibility by 25,"brute force, greedy",2100,3384,0
988D,Points and Powers of Two,"brute force, math",1800,6348,0
988C,Equal Sums,"implementation, sortings",1400,9175,0
988B,Substrings Sort,"sortings, strings",1100,16493,0
988A,Diverse Team,"brute force, implementation",800,21686,0
987C,Three displays,"brute force, dp, implementation",1400,12378,0
987B,High School: Become Human,math,1100,10959,0
987A,Infinity Gauntlet,implementation,800,15192,0
986F,Oppa Funcan Style Remastered,"graphs, math, number theory, shortest paths",3300,362,0
986E,Prince's Problem,"brute force, data structures, math, number theory, trees",2800,618,0
986D,Perfect Encoding,"fft, math",3100,301,0
986C,AND Graph,"bitmasks, dfs and similar, dsu, graphs",2500,2031,0
986B,Petr and Permutations,"combinatorics, math",1800,4363,0
986A,Fair,"graphs, greedy, number theory, shortest paths",1600,6178,0
985G,Team Players,combinatorics,2700,361,0
985F,Isomorphic Strings,"hashing, strings",2300,1552,0
985E,Pencils and Boxes,"binary search, data structures, dp, greedy, two pointers",2100,2999,0
985D,Sand Fortress,"binary search, constructive algorithms, math",2100,2143,0
985C,Liebig's Barrels,greedy,1500,5417,0
985B,Switches and Lamps,implementation,1200,7156,0
985A,Chess Placing,implementation,1100,7948,0
984B,Minesweeper,implementation,1100,7082,0
984A,Game,sortings,800,17633,0
983E,NN country,"binary search, data structures, trees",2800,766,0
983D,Arkady and Rectangles,data structures,3300,275,0
983C,Elevator,"dp, graphs, shortest paths",2400,778,0
983B,XOR-pyramid,dp,1800,4928,0
983A,Finite or not?,"implementation, math",1700,4382,0
982F,The Meeting Place Cannot Be Changed,"dfs and similar, graphs",2700,173,0
982E,Billiard,"geometry, number theory",2600,636,0
982D,Shark,"brute force, data structures, dsu, trees",1900,2157,0
982C,Cut 'em all!,"dfs and similar, dp, graphs, greedy, trees",1500,10051,0
982B,Bus of Characters,"data structures, greedy, implementation",1300,7865,0
982A,Row,"brute force, constructive algorithms",1200,8700,0
981H,K Paths,"combinatorics, data structures, dp, fft, math",3100,229,0
981G,Magic multisets,data structures,2500,595,0
981F,Round Marriage,"binary search, graph matchings, greedy",2500,609,0
981E,Addition on Segments,"bitmasks, data structures, divide and conquer, dp",2200,1871,0
981D,Bookshelves,"bitmasks, dp, greedy",1900,3061,0
981C,Useful Decomposition,"implementation, trees",1400,4917,0
981B,Businessmen Problems,sortings,1000,6475,0
981A,Antipalindrome,"brute force, implementation, strings",900,8703,0
980F,Cactus to Tree,"dp, graphs, trees",2900,164,0
980E,The Number Games,"data structures, greedy, trees",2200,1700,0
980D,Perfect Groups,"dp, math, number theory",2100,2203,0
980C,Posterized,"games, greedy",1700,3668,0
980B,Marlin,constructive algorithms,1600,4532,0
980A,Links and Pearls,"implementation, math",900,10083,0
979E,Kuro and Topological Parity,dp,2400,538,0
979D,Kuro and GCD and XOR and SUM,"binary search, bitmasks, brute force, data structures, dp, dsu, greedy, math, number theory, strings, trees",2200,1541,0
979C,Kuro and Walking Route,"dfs and similar, trees",1600,5831,0
979B,Treasure Hunt,greedy,1800,4265,0
979A,"Pizza, Pizza, Pizza!!!",math,1000,12750,0
978G,Petya's Exams,"greedy, implementation, sortings",1700,3852,0
978F,Mentors,"binary search, data structures, implementation",1500,7454,0
978E,Bus Video System,"combinatorics, math",1400,8630,0
978D,Almost Arithmetic Progression,"brute force, implementation, math",1500,7714,0
978C,Letters,"binary search, implementation, two pointers",1000,22053,0
978B,File Name,"greedy, strings",800,31262,0
978A,Remove Duplicates,implementation,800,23141,0
977F,Consecutive Subsequence,dp,1700,14905,0
977E,Cyclic Components,"dfs and similar, dsu, graphs",1500,17023,0
977D,"Divide by three, multiply by two","dfs and similar, math, sortings",1400,16184,0
977C,Less or Equal,sortings,1200,27498,0
977B,Two-gram,"implementation, strings",900,32104,0
977A,Wrong Subtraction,implementation,800,133146,0
976F,Minimal k-covering,"flows, graphs",2500,516,0
976E,Well played!,"greedy, sortings",2100,2090,0
976D,Degree Set,"constructive algorithms, graphs, implementation",2500,639,0
976C,Nested Segments,"greedy, implementation, sortings",1500,5949,0
976B,Lara Croft and the New Game,"implementation, math",1300,5566,0
976A,Minimum Binary Number,implementation,800,10084,0
975E,Hag's Khashba,geometry,2600,292,0
975D,Ghosts,"geometry, math",2000,1829,0
975C,Valhalla Siege,binary search,1400,9031,0
975B,Mancala,"brute force, implementation",1100,6589,0
975A,Aramic script,"implementation, strings",900,8543,0
967B,Watering System,"math, sortings",1000,6205,0
967A,Mind the Gap,implementation,1100,4202,0
965E,Short Code,"data structures, dp, greedy, strings, trees",2200,1190,0
965D,Single-use Stones,"binary search, flows, greedy, two pointers",1900,2823,0
965C,Greedy Arkady,math,2000,2019,0
965B,Battleship,implementation,1300,4365,0
965A,Paper Airplanes,math,800,8919,0
964B,Messages,math,1300,4203,0
964A,Splits,math,800,8828,0
963E,Circles of Waiting,math,3100,440,0
963D,Frequency of String,"hashing, string suffix structures, strings",2500,1572,0
963C,Cutting Rectangle,"brute force, math, number theory",2600,521,0
963B,Destruction of a Tree,"constructive algorithms, dfs and similar, dp, greedy, trees",2000,2596,0
963A,Alternating Sum,"math, number theory",1800,3111,0
962G,Visible Black Areas,"data structures, dsu, geometry, trees",2800,103,0
962F,Simple Cycles Edges,"dfs and similar, graphs, trees",2400,1110,0
962E,"Byteland, Berland and Disputed Cities","constructive algorithms, greedy",2200,1006,0
962D,Merge Equals,"data structures, implementation",1600,6375,0
962C,Make a Square,"brute force, implementation, math",1400,7356,0
962B,Students in Railway Carriage,"constructive algorithms, greedy, implementation",1300,7278,0
962A,Equator,implementation,1300,12184,0
961G,Partitions,"combinatorics, math, number theory",2700,1188,0
961F,k-substrings,"binary search, hashing, string suffix structures",2700,545,0
961E,Tufurama,data structures,1900,3258,0
961D,Pair Of Lines,geometry,2000,3877,0
961C,Chessboard,"bitmasks, brute force, implementation",1400,5095,0
961B,Lecture Sleep,"data structures, dp, implementation, two pointers",1200,17168,0
961A,Tetris,implementation,900,9639,0
960H,Santa's Gift,"data structures, trees",3100,211,0
960G,Bandit Blues,"combinatorics, dp, fft, math",2900,925,0
960F,Pathwalks,"data structures, dp, graphs",2100,2455,0
960E,Alternating Tree,"combinatorics, dfs and similar, divide and conquer, dp, probabilities, trees",2300,1581,0
960D,Full Binary Tree Queries,"brute force, implementation, trees",2100,1633,0
960C,Subsequence Counting,"bitmasks, constructive algorithms, greedy, implementation",1700,3704,0
960B,Minimize the error,"data structures, greedy, sortings",1500,6834,0
960A,Check the string,implementation,1200,7750,0
959F,Mahmoud and Ehab and yet another xor task,"bitmasks, dp, math, matrices",2400,1650,0
959E,Mahmoud and Ehab and the xor-MST,"bitmasks, dp, graphs, implementation, math",1900,3186,0
959D,Mahmoud and Ehab and another array construction task,"constructive algorithms, greedy, math, number theory",1900,2957,0
959C,Mahmoud and Ehab and the wrong algorithm,"constructive algorithms, trees",1500,5525,0
959B,Mahmoud and Ehab and the message,"dsu, greedy, implementation",1200,8626,0
959A,Mahmoud and Ehab and the even-odd game,"games, math",800,38733,0
958F3,Lightsabers (hard),fft,2600,577,0
958F2,Lightsabers (medium),"binary search, two pointers",1800,1137,0
958F1,Lightsabers (easy),implementation,1500,1521,0
958E3,Guard Duty (hard),geometry,2700,166,0
958E2,Guard Duty (medium),"binary search, dp, greedy, sortings",2200,745,0
958E1,Guard Duty (easy),"brute force, geometry, greedy, math",1600,1404,0
958D2,Hyperspace Jump (hard),,2700,76,0
958D1,Hyperspace Jump (easy),"expression parsing, math",1400,1957,0
958C3,Encryption (hard),"data structures, dp",2500,427,0
958C2,Encryption (medium),dp,2000,1065,0
958C1,Encryption (easy),brute force,1200,2621,0
958B2,Maximum Control (medium),"data structures, dfs and similar, graphs, greedy, trees",2200,558,0
958B1,Maximum Control (easy),implementation,1000,3127,0
958A3,Death Stars (hard),,3100,40,0
958A2,Death Stars (medium),"hashing, strings",2000,822,0
958A1,Death Stars (easy),implementation,1400,1590,0
957A,Tritonic Iridescence,implementation,1300,5376,0
955F,Heaps,"dp, trees",2600,271,0
955E,Icicles,,2900,72,0
955D,Scissors,"brute force, strings",2600,399,0
955C,Sad powers,"binary search, math, number theory",2100,2360,0
955B,Not simply beatiful strings,implementation,1400,4555,0
955A,Feed the cat,"greedy, math",1100,6342,0
954I,Yet Another String Matching Problem,"fft, math",2200,891,0
954H,Path Counting,"combinatorics, dp",2500,520,0
954G,Castle Defense,"binary search, data structures, greedy, two pointers",2000,1788,0
954F,Runner's Problem,"dp, matrices, sortings",2100,913,0
954E,Water Taps,"binary search, greedy, sortings",2000,1714,0
954D,Fight Against Traffic,"dfs and similar, graphs, shortest paths",1600,5911,0
954C,Matrix Walk,implementation,1700,3599,0
954B,String Typing,"implementation, strings",1400,6840,0
954A,Diagonal Walking,implementation,800,10126,0
952G,Puzzling Language,constructive algorithms,2200,202,0
952F,2 + 2 != 4,,2400,332,0
952E,Cheese Board,,2000,592,0
952D,I'm Feeling Lucky!,probabilities,1800,2294,0
952C,Ravioli Sort,implementation,1600,2764,0
952B,A Map of the Cat,"brute force, interactive",1900,1870,0
952A,Quirky Quantifiers,math,800,10766,0
950B,Intercepted Message,"greedy, implementation",1100,7146,0
950A,"Left-handers, Right-handers and Ambidexters","implementation, math",800,13900,0
949F,Astronomy,"geometry, probabilities",3300,50,0
949E,Binary Cards,brute force,2700,513,0
949D,Curfew,"binary search, brute force, greedy, sortings",2300,799,0
949C,Data Center Maintenance,"dfs and similar, graphs",1900,1916,0
949B,A Leapfrog in the Array,"constructive algorithms, math",1700,3572,0
949A,Zebras,greedy,1600,5062,0
948A,Protect Sheep,"brute force, dfs and similar, graphs, implementation",900,12368,0
946G,Almost Increasing Array,"data structures, dp",2500,561,0
946F,Fibonacci String Subsequences,"combinatorics, dp, matrices",2400,492,0
946E,Largest Beautiful Number,"greedy, implementation",2200,1002,0
946D,Timetable,dp,1800,4067,0
946C,String Transformation,"greedy, strings",1300,8522,0
946B,Weird Subtraction Process,"math, number theory",1100,10336,0
946A,Partition,greedy,800,14798,0
940F,Machine Learning,"brute force, data structures",2600,2066,0
940E,Cashback,"data structures, dp, greedy, math",2000,3062,0
940D,Alena And The Heater,"binary search, implementation",1600,3469,0
940C,Phone Numbers,"constructive algorithms, implementation, strings",1500,5464,0
940B,Our Tanya is Crying Out Loud,"dp, greedy",1400,8320,0
940A,Points on the line,"brute force, greedy, sortings",1200,7774,0
939F,Cutlet,"data structures, dp",2400,740,0
939E,Maximize!,"binary search, greedy, ternary search, two pointers",1800,2883,0
939D,Love Rescue,"dfs and similar, dsu, graphs, greedy, strings",1600,6760,0
939C,Convenient For Everybody,"binary search, two pointers",1600,4426,0
939B,Hamster Farm,implementation,1000,9882,0
939A,Love Triangle,graphs,800,21688,0
938G,Shortest Path Queries,"bitmasks, data structures, dsu, graphs",2900,755,0
938F,Erasing Substrings,"bitmasks, dp, greedy",2700,435,0
938E,Max History,"combinatorics, math",2300,1143,0
938D,Buy a Ticket,"data structures, graphs, shortest paths",2000,4623,0
